name,vid,start,end,side,player,type
0198,V010,78335,78364,Right,Far,Topspin
0199,V010,78367,78403,Left,Far,Topspin
0200,V010,78405,78434,Right,Far,Topspin
0201,V010,78436,78479,Left,Far,Topspin
0202,V010,78480,78512,Left,Far,Topspin
0203,V010,79232,79252,Right,Far,Topspin
0204,V010,79254,79286,Right,Far,Topspin
0205,V010,79288,79317,Right,Far,Topspin
0206,V010,79320,79350,Right,Far,Topspin
0207,V010,79351,79381,Right,Far,Topspin
0208,V010,79382,79414,Left,Far,Topspin
0209,V010,79416,79448,Right,Far,Topspin
0210,V010,80611,80638,Left,Far,Slice
0211,V010,84780,84802,Left,Near,Topspin
0212,V010,84804,84839,Left,Near,Topspin
0213,V010,84841,84872,Right,Near,Topspin
0214,V010,84873,84905,Left,Near,Topspin
0215,V010,84907,84935,Right,Near,Topspin
0216,V010,84939,84971,Right,Near,Slice
0217,V010,84974,85003,Left,Near,Volley
0218,V010,86522,86542,Right,Near,Topspin
0219,V010,86544,86572,Right,Near,Flat
0220,V010,86575,86606,Right,Near,Topspin
0221,V010,87589,87610,Right,Near,Topspin
0222,V010,87611,87639,Right,Near,Topspin
0223,V010,87640,87666,Left,Near,Topspin
0224,V010,87669,87702,Left,Near,Topspin
0225,V010,87704,87736,Right,Near,Topspin
0226,V010,88855,88876,Right,Near,Topspin
0227,V010,88878,88905,Left,Near,Topspin
0228,V010,89475,89505,Right,Near,Slice
0229,V010,89508,89557,Left,Near,Topspin
0230,V010,89558,89585,Left,Near,Topspin
0231,V010,89587,89613,Right,Near,Topspin
0232,V010,89616,89652,Left,Near,Topspin
0233,V010,89654,89685,Right,Near,Topspin
0234,V010,90335,90358,Right,Near,Topspin
0235,V010,90360,90392,Left,Near,Topspin
0236,V010,90394,90423,Left,Near,Topspin
0237,V010,90425,90447,Right,Near,Topspin
0238,V010,90449,90485,Right,Near,Topspin
0239,V010,90487,90516,Right,Near,Topspin
0240,V010,90518,90550,Right,Near,Topspin
0241,V010,91187,91212,Right,Near,Flat
0242,V010,91217,91252,Right,Near,Topspin
0243,V010,91884,91905,Left,Near,Topspin
0244,V010,92742,92765,Right,Near,Topspin
0245,V010,93362,93385,Right,Far,Slice
0246,V010,93712,93734,Right,Far,Topspin
0247,V010,93737,93770,Right,Far,Topspin
0248,V010,94648,94671,Right,Far,Topspin
0249,V010,94675,94710,Left,Far,Slice
0250,V010,94937,94958,Right,Near,Topspin
0251,V010,94960,94985,Left,Near,Topspin
0252,V010,95572,95593,Right,Near,Topspin
0253,V010,95596,95624,Right,Near,Topspin
0254,V010,95626,95668,Left,Near,Topspin
0255,V010,95670,95695,Left,Near,Topspin
0256,V010,95698,95731,Right,Near,Topspin
0257,V010,95734,95769,Left,Near,Topspin
0258,V010,95771,95802,Left,Near,Slice
0259,V010,95805,95831,Right,Near,Topspin
0260,V010,96497,96522,Left,Near,Topspin
0261,V010,97019,97042,Left,Near,Topspin
0262,V010,101205,101225,Left,Far,Topspin
0263,V010,101227,101256,Right,Far,Topspin
0264,V010,101258,101285,Left,Far,Topspin
0265,V010,102142,102161,Right,Far,Topspin
0266,V010,102163,102190,Left,Far,Topspin
0267,V010,102192,102221,Right,Far,Topspin
0268,V010,102222,102249,Left,Far,Topspin
0269,V010,102252,102283,Left,Far,Topspin
0270,V010,102286,102322,Right,Far,Topspin
0271,V010,103312,103331,Left,Far,Topspin
0272,V010,103333,103361,Left,Far,Topspin
0273,V010,103362,103387,Right,Far,Topspin
0274,V010,103389,103419,Right,Far,Topspin
0275,V010,103420,103456,Left,Far,Topspin
0276,V010,103457,103487,Left,Far,Topspin
0277,V010,103489,103533,Right,Far,Slice
0278,V010,103535,103570,Right,Far,Topspin
0279,V010,103571,103599,Left,Far,Topspin
0280,V010,105128,105150,Right,Far,Topspin
0281,V010,105153,105181,Left,Far,Topspin
0282,V010,105184,105210,Right,Far,Topspin
0283,V010,105213,105238,Left,Far,Topspin
0284,V010,105240,105274,Left,Far,Topspin
0285,V010,105276,105308,Right,Far,Topspin
0286,V010,105310,105337,Left,Far,Topspin
0287,V010,105340,105366,Left,Far,Topspin
0288,V010,105367,105403,Left,Far,Topspin
0289,V010,105405,105428,Right,Far,Topspin
0290,V010,105433.0,105458,Left,Far,Volley
0291,V010,62516,62548,Right,Near,Topspin
0292,V010,62549,62574,Left,Near,Topspin
0293,V010,62576,62607,Right,Near,Topspin
0294,V010,62610,62651,Right,Near,Topspin
